R_fighter,B_fighter,Winner,weight_class,R_wins,R_losses,B_wins,B_losses,fight_number,B_Stance,B_Height_cms,B_Reach_cms,B_age,B_win_by_Decision,B_win_by_KO/TKO,B_win_by_Submission,R_Stance,R_Height_cms,R_Reach_cms,R_age,R_win_by_Decision,R_win_by_KO/TKO,R_win_by_Submission,Referee,date,location,title_bout,B_avg_KD,B_avg_SIG_STR_pct,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_avg_TD_att,B_avg_TD_landed,R_avg_KD,R_avg_SIG_STR_pct,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_avg_TD_att,R_avg_TD_landed
Rick Story,Brian Foster,Red,Welterweight,0,1,0,0,4830,Orthodox,175.26,180.34,25,0,0,0,Southpaw,175.26,180.34,25,0,0,0,Dan Miragliotta,40075,"Dallas, Texas, USA",FALSE,,,,,,,,0,0.31,1,94,47,4,4
Rafael Dos Anjos,Rob Emerson,Red,Lightweight,0,2,2,2,4831,Orthodox,175.26,177.8,28,1,1,0,Southpaw,172.72,177.8,24,0,0,0,Kerry Hatley,40075,"Dallas, Texas, USA",FALSE,0.25,0.46625,0.325,70.375,24.875,2.625,1.125,0,0.345,0.33,92.5,33,3.5,2
Eliot Marshall,Jason Brilz,Red,LightHeavyweight,2,0,2,0,4832,Orthodox,180.34,180.34,34,1,1,0,Orthodox,187.96,195.58,29,1,0,1,Don Turnage,40075,"Dallas, Texas, USA",FALSE,0,0.565,0.75,145.5,101.5,4.5,2.5,0,0.395,0.5,92.5,29,0.5,0.5
Vladimir Matyushenko,Igor Pokrajac,Red,LightHeavyweight,3,2,0,0,4833,Orthodox,182.88,187.96,30,0,0,0,Orthodox,182.88,187.96,38,2,1,0,Leon Roberts,40075,"Dallas, Texas, USA",FALSE,,,,,,,,0,0.4575,0.22,62.75,46.875,8.6875,1.75
CB Dollaway,Jay Silva,Red,Middleweight,2,2,0,0,4834,Southpaw,187.96,,,0,0,0,Orthodox,187.96,193.04,26,0,1,1,Leon Roberts,40072,"Oklahoma City, Oklahoma, USA",FALSE,,,,,,,,0,0.335,0.375,18.25,11.75,0.5,0.375
Brian Stann,Steve Cantwell,Red,LightHeavyweight,0,1,1,1,4835,Orthodox,187.96,190.5,22,0,0,1,Orthodox,185.42,187.96,28,0,0,0,Kevin Nix,40072,"Oklahoma City, Oklahoma, USA",FALSE,0,0.435,0.5,111,44,0.5,0.5,0,0.44,0,24,14,0,0
Jeremy Stephens,Justin Buchholz,Red,Lightweight,3,4,1,2,4836,Orthodox,182.88,185.42,26,0,0,1,Orthodox,175.26,180.34,23,1,2,0,Kevin Nix,40072,"Oklahoma City, Oklahoma, USA",FALSE,0.5,0.32,0,69.5,32.25,0.5,0,0.15625,0.49828125,0.328125,59.8125,38.3125,0.5625,0.4375
Nate Diaz,Melvin Guillard,Red,Lightweight,5,2,5,3,4837,Orthodox,175.26,180.34,26,1,3,0,Southpaw,182.88,193.04,24,1,0,4,Herb Dean,40072,"Oklahoma City, Oklahoma, USA",FALSE,0.578125,0.363984375,0.296875,37.015625,13.8828125,2.2578125,0.7578125,0.015625,0.3125,0.40515625,107,64.546875,4.5625,1.265625
Nate Quarry,Tim Credeur,Red,Middleweight,6,2,3,0,4838,Orthodox,190.5,190.5,32,0,2,1,Open Stance,182.88,182.88,37,1,5,0,Herb Dean,40072,"Oklahoma City, Oklahoma, USA",FALSE,0.25,0.28,0.25,72,24.75,0.25,0.25,0.09375,0.3496875,0.5,56.6484375,32.5,0.5625,0.5
Gray Maynard,Roger Huerta,Red,Lightweight,5,1,6,1,4839,Orthodox,175.26,177.8,26,2,3,1,Orthodox,175.26,177.8,30,4,1,0,Dan Miragliotta,40072,"Oklahoma City, Oklahoma, USA",FALSE,0,0.3421875,0.0525,139.578125,65.984375,3.25,0.296875,0.09375,0.38625,0.88375,104.25,55.4375,3.6875,3.0625
Carlos Condit,Jake Ellenberger,Red,Welterweight,0,1,0,0,4840,Orthodox,175.26,180.34,24,0,0,0,Orthodox,187.96,190.5,25,0,0,0,Leon Roberts,40072,"Oklahoma City, Oklahoma, USA",FALSE,,,,,,,,0,0.4,0.75,124,71,4,3
Mike Pyle,Chris Wilson,Red,Welterweight,0,1,1,2,4841,Orthodox,185.42,190.5,32,1,0,0,Orthodox,182.88,187.96,33,0,0,0,Dan Miragliotta,40072,"Oklahoma City, Oklahoma, USA",FALSE,0.75,0.5375,0.415,104.5,69.25,3.5,1.5,0,0.25,0,6,3,0,0
Ryan Jensen,Steve Steinbeiss,Red,Middleweight,0,3,0,0,4842,Orthodox,190.5,190.5,28,0,0,0,Orthodox,185.42,193.04,31,0,0,0,Gary Ritter,40072,"Oklahoma City, Oklahoma, USA",FALSE,,,,,,,,0,0.475,0.5,54,27.5,1,1
Mike Pierce,Brock Larson,Red,Welterweight,0,0,3,1,4843,Southpaw,180.34,180.34,32,1,0,2,Orthodox,172.72,180.34,29,0,0,0,Tom Jones,40072,"Oklahoma City, Oklahoma, USA",FALSE,0,0.5,0.6875,32.5,21.625,4,1.5,,,,,,,
Thiago Silva,Keith Jardine,Red,LightHeavyweight,4,1,6,4,4844,Orthodox,187.96,193.04,33,4,2,0,Orthodox,187.96,187.96,26,0,4,0,Herb Dean,40054,"Portland, Oregon, USA",FALSE,0.314453125,0.3598632813,0.1328125,143.0390625,54.47460938,2.51171875,0.5078125,0.0625,0.473125,0.15625,32.6875,22,1.5,0.1875
Brandon Vera,Krzysztof Soszynski,Red,LightHeavyweight,6,3,3,0,4845,Open Stance,185.42,195.58,32,0,1,2,Orthodox,190.5,198.12,31,1,4,1,Herb Dean,40054,"Portland, Oregon, USA",FALSE,0.5,0.3425,0.25,46.75,21,0.5,0.5,1.26171875,0.49734375,0.34375,77.84375,40.7890625,0.78515625,0.53125
Gabriel Gonzaga,Chris Tuchscherer,Red,Heavyweight,6,3,0,0,4846,Orthodox,187.96,193.04,33,0,0,0,Orthodox,187.96,193.04,30,0,4,2,Dave Hagen,40054,"Portland, Oregon, USA",FALSE,,,,,,,,0.2734375,0.636328125,0.6991015625,17.0859375,11.54296875,0.98046875,0.85546875
Antonio Rodrigo Nogueira,Randy Couture,Red,Heavyweight,2,1,13,6,4847,Orthodox,185.42,190.5,46,4,6,2,Orthodox,190.5,195.58,33,1,0,1,Mario Yamasaki,40054,"Portland, Oregon, USA",FALSE,0.125,0.581836319,0.3754418945,70.25383377,49.60835266,5.689361572,2.350982666,0,0.3425,0.245,81,37.25,4,1.5
Aaron Simpson,Ed Herman,Red,Middleweight,1,0,4,4,4848,Orthodox,185.42,195.58,28,1,1,2,Orthodox,182.88,185.42,35,0,1,0,Yves Lavigne,40054,"Portland, Oregon, USA",FALSE,0.0625,0.634296875,0.578125,167.6796875,129.4921875,8.09375,4.15625,1,0.59,1,40,27,1,1
Mike Russow,Justin McCully,Red,Heavyweight,0,0,2,1,4849,Orthodox,185.42,185.42,33,2,0,0,Orthodox,185.42,185.42,32,0,0,0,Herb Dean,40054,"Portland, Oregon, USA",FALSE,0.5,0.41,0.275,113.75,77.5,3.25,1.25,,,,,,,
Jake Rosholt,Chris Leben,Red,Middleweight,0,1,8,4,4850,Southpaw,180.34,185.42,29,2,5,1,Orthodox,185.42,,27,0,0,0,Yves Lavigne,40054,"Portland, Oregon, USA",FALSE,0.392578125,0.3848535156,0.294375,152.5737305,75.50830078,1.500976563,0.6005859375,0,0.5,0.5,7,5,2,1
Nate Marquardt,Demian Maia,Red,Middleweight,7,2,5,0,4851,Southpaw,185.42,182.88,31,0,0,5,Orthodox,182.88,187.96,30,3,2,2,Dave Hagen,40054,"Portland, Oregon, USA",FALSE,0,0.469375,0.3825,38.1875,24.125,3.625,1.1875,0.875,0.6071484375,0.36046875,84.1328125,56.15625,4.14453125,1.85546875
Evan Dunham,Marcus Aurelio,Red,Lightweight,1,0,2,3,4852,Orthodox,177.8,187.96,36,0,1,1,Southpaw,177.8,177.8,27,0,1,0,Shawn Gregory,40054,"Portland, Oregon, USA",FALSE,0.125,0.384375,0.070625,100.8125,45.875,5.9375,0.5625,1,0.48,0,28,14,0,0
Todd Duffee,Tim Hague,Red,Heavyweight,0,0,1,0,4853,Orthodox,193.04,193.04,26,0,0,1,Orthodox,190.5,198.12,23,0,0,0,Mario Yamasaki,40054,"Portland, Oregon, USA",FALSE,0,0,1,8,2,1,1,,,,,,,
Mark Munoz,Nick Catone,Red,Middleweight,0,1,1,1,4854,Southpaw,182.88,182.88,27,0,0,1,Orthodox,182.88,180.34,31,0,0,0,Yves Lavigne,40054,"Portland, Oregon, USA",FALSE,0,0.69,1,61.5,49.5,3.5,3.5,0,0.37,0,37,14,4,0
Aaron Riley,Shane Nelson,Red,Lightweight,1,3,2,0,4855,Southpaw,175.26,177.8,24,1,1,0,Southpaw,172.72,175.26,28,1,0,0,Kevin Mulhall,40033,"Philadelphia, Pennsylvania, USA",FALSE,0.5,0.36,0.15,53.5,37,5,1.5,0,0.43125,0.3125,95,49,1.125,0.5
BJ Penn,Kenny Florian,Red,Lightweight,9,5,9,2,4856,Southpaw,177.8,187.96,33,1,2,5,Orthodox,175.26,177.8,30,1,5,3,Dan Miragliotta,40033,"Philadelphia, Pennsylvania, USA",TRUE,0,0.4770019531,0.5900390625,81.27636719,49.70800781,3.580078125,2.245117188,0.5003662109,0.5392932129,0.08320800781,111.6160889,80.74377441,1.023071289,0.228515625
Kurt Pellegrino,Josh Neer,Red,Lightweight,5,3,4,4,4857,Orthodox,180.34,182.88,26,2,0,2,Orthodox,172.72,177.8,30,1,1,3,Dan Miragliotta,40033,"Philadelphia, Pennsylvania, USA",FALSE,0.015625,0.473203125,0.236875,113.140625,66,2.734375,1.4140625,0.5,0.41703125,0.419921875,83.8359375,47.3125,3.765625,1.34375
Anderson Silva,Forrest Griffin,Red,LightHeavyweight,9,0,7,3,4858,Orthodox,190.5,195.58,30,4,1,2,Southpaw,187.96,195.58,34,1,6,2,Kevin Mulhall,40033,"Philadelphia, Pennsylvania, USA",FALSE,0.00390625,0.3451953125,0.1273828125,206.6191406,82.078125,0.61328125,0.255859375,0.24609375,0.7383203125,0.265625,98.6796875,69.375,0.296875,0.265625
Johny Hendricks,Amir Sadollah,Red,Welterweight,0,0,1,0,4859,Orthodox,177.8,190.5,28,0,0,1,Southpaw,175.26,175.26,25,0,0,0,Dan Miragliotta,40033,"Philadelphia, Pennsylvania, USA",FALSE,0,0.4,0,8,5,0,0,,,,,,,
John Howard,Tamdan McCrory,Red,Welterweight,1,0,3,2,4860,Switch,193.04,193.04,22,1,1,1,Orthodox,170.18,182.88,26,1,0,0,Mario Yamasaki,40033,"Philadelphia, Pennsylvania, USA",FALSE,0,0.533125,0.59625,36.625,22.0625,1.6875,1.125,0,0.51,1,106,80,7,7
Alessio Sakara,Thales Leites,Red,Middleweight,4,5,5,2,4861,Orthodox,185.42,198.12,27,2,0,3,Orthodox,182.88,182.88,27,1,3,0,Marc Goddard,40033,"Philadelphia, Pennsylvania, USA",FALSE,0.140625,0.1925,0.23453125,48.796875,18.53125,8.28125,1.0625,0.50390625,0.583359375,0.03515625,18.796875,10.109375,0.19140625,0.09765625
Ricardo Almeida,Kendall Grove,Red,Middleweight,3,3,5,2,4862,Orthodox,198.12,200.66,26,2,2,1,Orthodox,182.88,187.96,32,1,0,2,Mario Yamasaki,40033,"Philadelphia, Pennsylvania, USA",FALSE,0.5,0.415,0.046875,52.890625,33.59375,0.109375,0.046875,0,0.558125,0.516875,75.75,50.75,10.6875,5.21875
Matthew Riddle,Dan Cramer,Red,Welterweight,2,0,1,0,4863,Orthodox,187.96,,23,1,0,0,Southpaw,185.42,193.04,23,2,0,0,Keith Peterson,40033,"Philadelphia, Pennsylvania, USA",FALSE,0,0.35,0,90,38,0,0,0,0.67,0.7,236,202.5,6.5,4.5
Jesse Lennox,Danillo Villefort,Red,Welterweight,0,0,0,0,4864,Orthodox,185.42,,26,0,0,0,Orthodox,175.26,182.88,27,0,0,0,Keith Peterson,40033,"Philadelphia, Pennsylvania, USA",FALSE,,,,,,,,,,,,,,
George Sotiropoulos,George Roop,Red,Lightweight,2,0,1,1,4865,Orthodox,185.42,182.88,27,1,0,0,Orthodox,177.8,180.34,32,0,1,1,Marc Goddard,40033,"Philadelphia, Pennsylvania, USA",FALSE,0,0.275,0.5,227.5,113,0.5,0.5,0,0.63,0.375,62,50.5,2,1.5
Jim Miller,Mac Danzig,Red,Lightweight,2,1,2,2,4866,Orthodox,172.72,177.8,29,0,0,2,Southpaw,172.72,180.34,25,1,0,1,Steve Mazzagatti,40005,"Las Vegas, Nevada, USA",FALSE,0.625,0.48625,0.27,113.625,70,1.625,0.5,0,0.3675,0.3725,116.25,53,7,2.25
Jon Fitch,Paulo Thiago,Red,Welterweight,9,1,1,0,4867,Orthodox,180.34,187.96,28,0,1,0,Orthodox,182.88,187.96,31,5,1,3,Yves Lavigne,40005,"Las Vegas, Nevada, USA",FALSE,1,0.29,0,24,7,0,0,0.005859375,0.4911132813,0.419140625,203.0644531,141.5078125,6.537109375,2.78515625
Brock Lesnar,Frank Mir,Red,Heavyweight,2,1,10,3,4868,Southpaw,190.5,200.66,30,1,2,6,Orthodox,190.5,205.74,31,1,1,0,Herb Dean,40005,"Las Vegas, Nevada, USA",TRUE,1.50390625,0.5006933594,0.6605273438,60.50415039,25.39208984,0.9243164063,0.7524414063,0.75,0.745,0.7075,76.25,66,3.75,2.5
Mark Coleman,Stephan Bonnar,Red,LightHeavyweight,6,4,5,4,4869,Orthodox,193.04,200.66,32,2,1,2,Orthodox,185.42,190.5,44,0,3,3,Herb Dean,40005,"Las Vegas, Nevada, USA",FALSE,0.015625,0.4653515625,0.009296875,100.6445313,62.26953125,1.14453125,0.04296875,0,0.4691015625,0.559765625,94.42773438,60.8203125,7.482421875,4.537109375
Georges St-Pierre,Thiago Alves,Red,Welterweight,12,2,9,2,4870,Orthodox,175.26,177.8,25,2,6,0,Orthodox,180.34,193.04,28,5,5,2,Steve Mazzagatti,40005,"Las Vegas, Nevada, USA",TRUE,1.470703125,0.4783886719,0.255859375,119.6123047,57.62011719,1.2578125,0.2578125,0.7658691406,0.6887194824,0.6854528809,286.8123779,232.8988037,6.680541992,4.533691406
Yoshihiro Akiyama,Alan Belcher,Red,Middleweight,0,0,5,3,4871,Orthodox,187.96,190.5,25,1,1,2,Orthodox,177.8,190.5,33,0,0,0,Mario Yamasaki,40005,"Las Vegas, Nevada, USA",FALSE,0.0078125,0.40546875,0.13109375,49.390625,26.6640625,0.2578125,0.1484375,,,,,,,
Dan Henderson,Michael Bisping,Red,Middleweight,4,2,7,1,4872,Orthodox,185.42,190.5,30,2,5,0,Orthodox,180.34,187.96,38,4,0,0,Mario Yamasaki,40005,"Las Vegas, Nevada, USA",FALSE,0.140625,0.4653125,0.499375,127.3984375,61.8984375,2.1875,1.171875,0.28125,0.4678125,0.456875,92.96875,49.8125,4,2.4375
