R_fighter,B_fighter,Winner,weight_class,R_wins,R_losses,B_wins,B_losses,fight_number,B_Stance,B_Height_cms,B_Reach_cms,B_age,B_win_by_Decision,B_win_by_KO/TKO,B_win_by_Submission,R_Stance,R_Height_cms,R_Reach_cms,R_age,R_win_by_Decision,R_win_by_KO/TKO,R_win_by_Submission,Referee,date,location,title_bout,B_avg_KD,B_avg_SIG_STR_pct,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_avg_TD_att,B_avg_TD_landed,R_avg_KD,R_avg_SIG_STR_pct,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_avg_TD_att,R_avg_TD_landed
Michael McDonald,Masanori Kanehara,Red,Bantamweight,5,2,1,1,2506,Orthodox,170.18,170.18,33,1,0,0,Orthodox,175.26,177.8,24,2,2,1,Mario Yamasaki,42371,"Las Vegas, Nevada, USA",FALSE,0,0.5,0.25,151,119,2,1,0.625,0.3921875,0.0234375,56.28125,25.484375,0.484375,0.09375
Joe Soto,Michinori Tanaka,Blue,Bantamweight,0,2,1,1,2507,Orthodox,165.1,170.18,25,1,0,0,Orthodox,167.64,165.1,28,0,0,0,Mario Yamasaki,42371,"Las Vegas, Nevada, USA",FALSE,0,0.46,0.54,92,58.5,6.5,3,0,0.21,0,103.5,32,2.5,0
Robbie Lawler,Carlos Condit,Red,Welterweight,11,4,7,4,2508,Orthodox,187.96,190.5,31,2,4,0,Southpaw,180.34,187.96,33,5,6,0,John McCarthy,42371,"Las Vegas, Nevada, USA",TRUE,0.66796875,0.3961132813,0.3312207031,185.296875,99.86816406,1.759765625,1.00390625,0.5866699219,0.4683013916,0.1354827881,193.8977051,101.5800781,0.3252563477,0.2621459961
Dustin Poirier,Joe Duffy,Red,Lightweight,10,3,2,0,2509,Orthodox,177.8,185.42,27,0,1,1,Southpaw,175.26,182.88,26,3,4,3,Chris Tognoni,42371,"Las Vegas, Nevada, USA",FALSE,0.5,0.32,0,35.5,12.5,0,0,1.625,0.6226953125,0.2578198242,51.64477539,32.93945313,1.247802734,0.5495605469
Scott Holtzman,Drew Dober,Blue,Lightweight,1,0,1,4,2510,Southpaw,172.72,177.8,27,0,0,1,Orthodox,175.26,175.26,32,0,0,1,Herb Dean,42371,"Las Vegas, Nevada, USA",FALSE,0,0.16625,0,48.375,17.625,0.9375,0,0,0.51,0.33,163,96,3,1
Sheldon Westcott,Edgar Garcia,Red,Welterweight,0,2,0,3,2511,Orthodox,177.8,180.34,31,0,0,0,Southpaw,185.42,180.34,31,0,0,0,Chris Tognoni,42371,"Las Vegas, Nevada, USA",FALSE,0,0.47,0.7075,71.5,23.75,2.25,1.5,0,0.39,0.385,53.5,28,7.5,2.5
Rafael Dos Anjos,Donald Cerrone,Red,Lightweight,13,5,15,3,2512,Orthodox,185.42,185.42,32,6,5,4,Southpaw,172.72,177.8,31,8,3,2,Herb Dean,42357,"Orlando, Florida, USA",TRUE,0.1213989258,0.4359592438,0.1723213959,145.3505325,65.00617218,2.10294342,0.3927230835,0.2043457031,0.5502037811,0.7715620422,176.2603683,113.1663818,5.823417664,5.184051514
Randa Markos,Karolina Kowalkiewicz,Blue,WomenStrawweight,1,1,0,0,2513,Orthodox,160.02,162.56,30,0,0,0,Orthodox,162.56,160.02,30,1,0,0,Herb Dean,42357,"Orlando, Florida, USA",FALSE,,,,,,,,0,0.435,0.5,147.5,103.5,3,1.5
Charles Oliveira,Myles Jury,Red,Featherweight,8,6,6,1,2514,Orthodox,177.8,185.42,27,3,2,1,Orthodox,177.8,187.96,26,1,0,7,John Hosegood,42357,"Orlando, Florida, USA",FALSE,0.28125,0.3309375,0.2753125,60.8125,22.140625,4.65625,1.234375,0.2504882813,0.4822033691,0.2171459961,55.85913086,37.84411621,2.527709961,0.7956542969
CB Dollaway,Nate Marquardt,Blue,Middleweight,9,7,11,8,2515,Orthodox,182.88,187.96,36,4,4,3,Orthodox,187.96,193.04,32,5,2,2,Herb Dean,42357,"Orlando, Florida, USA",FALSE,0.1268310547,0.4309249496,0.1468363953,54.68079376,26.36245728,3.084125519,0.3221244812,0.6875,0.319588623,0.2441003418,90.74395752,38.02020264,4.93371582,1.548919678
Josh Samman,Tamdan McCrory,Blue,Middleweight,3,0,3,3,2516,Switch,193.04,193.04,29,1,1,1,Orthodox,190.5,200.66,27,0,2,1,Jorge Alonso,42357,"Orlando, Florida, USA",FALSE,0,0.3815625,0.463125,59.8125,33.03125,3.84375,1.5625,0.5,0.5725,0.125,46.75,33,0.5,0.25
Michael Johnson,Nate Diaz,Blue,Lightweight,8,5,12,8,2517,Southpaw,182.88,193.04,30,2,2,8,Southpaw,177.8,185.42,29,5,3,0,Jorge Alonso,42357,"Orlando, Florida, USA",FALSE,0.008302688599,0.2989663696,0.1273199654,120.9882813,52.97430992,0.8482131958,0.1283283234,0.1469726563,0.3139746094,0.3137207031,194.1765137,65.48461914,0.8178710938,0.4387207031
Junior Dos Santos,Alistair Overeem,Blue,Heavyweight,11,2,4,3,2518,Orthodox,193.04,203.2,35,2,2,0,Orthodox,193.04,195.58,31,3,8,0,Dan Miragliotta,42357,"Orlando, Florida, USA",FALSE,0.140625,0.7484375,0.140625,66.53125,51.078125,1.671875,0.265625,0.8122558594,0.4257250977,0.634765625,228.5656738,103.2336426,0.9609375,0.64453125
Sarah Kaufman,Valentina Shevchenko,Blue,WomenBantamweight,1,2,0,0,2519,Southpaw,165.1,167.64,27,0,0,0,Orthodox,165.1,167.64,30,1,0,0,Dan Miragliotta,42357,"Orlando, Florida, USA",FALSE,,,,,,,,0,0.485,0.25,235.75,128.75,0.25,0.25
Kamaru Usman,Leon Edwards,Red,Welterweight,1,0,2,1,2520,Southpaw,187.96,187.96,24,1,1,0,Switch,182.88,193.04,28,0,0,1,Dan Miragliotta,42357,"Orlando, Florida, USA",FALSE,0.75,0.635,0,73.25,47.75,2,0,0,0.57,0.75,43,31,8,6
Hayder Hassan,Vicente Luque,Blue,Welterweight,0,1,0,1,2521,Orthodox,180.34,190.5,24,0,0,0,,177.8,,33,0,0,0,Jorge Alonso,42357,"Orlando, Florida, USA",FALSE,0,0.49,0,79,50,0,0,0,0.27,0,15,7,0,0
Cole Miller,Jim Alers,Draw,Featherweight,10,7,1,1,2522,Orthodox,175.26,180.34,29,1,0,0,Orthodox,185.42,185.42,31,2,1,7,Herb Dean,42357,"Orlando, Florida, USA",FALSE,0.5,0.45,0.45,119.5,69,3.5,1.5,0.2548980713,0.3152987671,0.0330947876,121.3955688,43.07066345,1.09197998,0.04011535645
Nik Lentz,Danny Castillo,Red,Lightweight,9,6,7,6,2523,Orthodox,175.26,180.34,36,5,2,0,Orthodox,172.72,172.72,31,7,1,1,John Hosegood,42357,"Orlando, Florida, USA",FALSE,0.06640625,0.3654052734,0.05287597656,96.44311523,39.63452148,5.204345703,0.4169921875,0.0625,0.5082550049,0.2101257324,123.4805908,77.50396729,11.24645996,2.649169922
Francis Ngannou,Luis Henrique,Red,Heavyweight,0,0,0,0,2524,Orthodox,187.96,187.96,22,0,0,0,Orthodox,193.04,210.82,29,0,0,0,John Hosegood,42357,"Orlando, Florida, USA",FALSE,,,,,,,,,,,,,,
Warlley Alves,Colby Covington,Red,Welterweight,3,0,3,0,2525,Orthodox,180.34,182.88,27,1,1,1,Orthodox,180.34,182.88,24,1,0,2,Mark Smith,42350,"Las Vegas, Nevada, USA",FALSE,0,0.5025,0.4525,125.25,88.25,8.5,2.75,0.25,0.45,0.745,67.5,35.25,2.5,1.75
Tecia Torres,Jocelyn Jones-Lybarger,Red,WomenStrawweight,2,0,0,0,2526,Orthodox,170.18,162.56,30,0,0,0,Orthodox,154.94,152.4,26,2,0,0,Herb Dean,42350,"Las Vegas, Nevada, USA",FALSE,,,,,,,,0.5,0.44,0.58,172,92,6.5,1.5
Jacare Souza,Yoel Romero,Blue,Middleweight,5,0,6,0,2527,Southpaw,182.88,185.42,38,1,5,0,Orthodox,185.42,182.88,36,1,1,3,Marc Goddard,42350,"Las Vegas, Nevada, USA",FALSE,0.5625,0.585625,0.51,80.71875,50.0625,3.8125,2.125,0.0625,0.5825,0.683125,43.5,28.6875,3.75,1.8125
Jose Aldo,Conor McGregor,Blue,Featherweight,7,0,6,0,2528,Southpaw,175.26,187.96,27,1,5,0,Orthodox,170.18,177.8,29,5,2,0,John McCarthy,42350,"Las Vegas, Nevada, USA",TRUE,0.96875,0.473125,0.0875,104.40625,59.59375,0.21875,0.1875,0.546875,0.40703125,0.36234375,215.359375,95.921875,1.390625,1.203125
Chris Weidman,Luke Rockhold,Blue,Middleweight,9,0,4,1,2529,Southpaw,190.5,195.58,31,0,1,3,Orthodox,187.96,198.12,31,3,4,2,Herb Dean,42350,"Las Vegas, Nevada, USA",TRUE,0.3125,0.569375,0.5,45,26.75,0.5625,0.5,0.21875,0.5352734375,0.546328125,104.4492188,56.40625,4.76171875,2.09375
Urijah Faber,Frankie Saenz,Red,Bantamweight,8,4,3,0,2530,Orthodox,167.64,167.64,35,3,0,0,Orthodox,167.64,170.18,36,2,0,6,Marc Goddard,42350,"Las Vegas, Nevada, USA",FALSE,0,0.4575,0.405,181.75,96.75,6.25,2.5,0.2822265625,0.3697021484,0.08569335938,104.4106445,40.53076172,4.083007813,0.7524414063
Demian Maia,Gunnar Nelson,Red,Welterweight,15,6,5,1,2531,Switch,180.34,182.88,27,1,0,4,Southpaw,185.42,182.88,38,7,1,7,John McCarthy,42350,"Las Vegas, Nevada, USA",FALSE,0.5,0.659375,0.296875,48.46875,29.90625,1.34375,0.53125,0.125,0.6160496426,0.7016870499,96.609622,66.82901192,6.818078995,2.861346245
Max Holloway,Jeremy Stephens,Red,Featherweight,10,3,11,10,2532,Orthodox,175.26,180.34,29,5,5,0,Orthodox,180.34,175.26,24,3,5,2,,42350,"Las Vegas, Nevada, USA",FALSE,1.032236099,0.511155901,0.1046733475,99.2526741,47.13112259,2.26480484,0.4183616638,0.07983398438,0.4501464844,0.125,103.8085938,45.35839844,0.126953125,0.125
Leonardo Santos,Kevin Lee,Red,Lightweight,3,1,4,1,2533,Orthodox,175.26,195.58,23,3,0,1,Orthodox,182.88,190.5,35,1,0,2,John McCarthy,42350,"Las Vegas, Nevada, USA",FALSE,0,0.363125,0.533125,109.6875,53.8125,4.625,2.3125,0,0.3425,0.3925,74.625,35,3.5,1.125
Joe Proctor,Magomed Mustafaev,Blue,Lightweight,4,2,1,0,2534,Orthodox,172.72,180.34,27,0,0,0,Orthodox,177.8,182.88,30,1,2,1,Mark Smith,42350,"Las Vegas, Nevada, USA",FALSE,0,0.43,0,47,23,3,0,0.15625,0.3515625,0,125.71875,47.90625,0,0
Court McGee,Marcio Alexandre Junior,Red,Welterweight,5,3,0,2,2535,Southpaw,182.88,190.5,26,0,0,0,Orthodox,180.34,190.5,30,3,0,2,Mark Smith,42350,"Las Vegas, Nevada, USA",FALSE,0,0.415,0.125,72.5,41,2.5,0.5,0,0.314765625,0.423828125,257.75,93.75,6.3203125,2.5859375
John Makdessi,Yancy Medeiros,Blue,Lightweight,6,4,2,4,2536,Orthodox,177.8,190.5,28,0,0,2,Orthodox,172.72,172.72,30,3,3,0,Marc Goddard,42350,"Las Vegas, Nevada, USA",FALSE,0.28125,0.42625,0,35.125,15.21875,0,0,0.56640625,0.5098632813,0,122.2285156,64.921875,0.5,0
Julian Erosa,Marcin Wrzosek,Red,Lightweight,0,0,0,0,2537,,175.26,,28,0,0,0,Southpaw,185.42,187.96,26,0,0,0,Jason Herzog,42349,"Las Vegas, Nevada, USA",FALSE,,,,,,,,,,,,,,
Artem Lobov,Ryan Hall,Blue,Lightweight,0,0,0,0,2538,Southpaw,177.8,177.8,30,0,0,0,Southpaw,175.26,165.1,29,0,0,0,Herb Dean,42349,"Las Vegas, Nevada, USA",TRUE,,,,,,,,,,,,,,
Tatsuya Kawajiri,Jason Knight,Red,Featherweight,2,1,0,0,2539,Orthodox,177.8,180.34,23,0,0,0,Orthodox,170.18,175.26,37,1,0,1,John McCarthy,42349,"Las Vegas, Nevada, USA",FALSE,,,,,,,,0,0.5925,0.2525,67.5,48,11.25,3
Edson Barboza,Tony Ferguson,Blue,Lightweight,10,3,9,1,2540,Orthodox,180.34,193.04,31,3,2,3,Orthodox,180.34,190.5,29,5,5,0,John McCarthy,42349,"Las Vegas, Nevada, USA",FALSE,0.533203125,0.434921875,0.3958203125,117.3515625,66.0078125,0.955078125,0.4140625,0.091796875,0.4284863281,0.00048828125,114.5212402,49.28466797,1.017089844,0.0009765625
Joe Lauzon,Evan Dunham,Blue,Lightweight,12,7,9,6,2541,Southpaw,177.8,177.8,33,6,1,1,Orthodox,177.8,180.34,31,1,3,7,Herb Dean,42349,"Las Vegas, Nevada, USA",FALSE,0.0001220703125,0.4677404785,0.3353527832,172.7979126,92.49584961,7.812561035,2.87713623,0.0009803771973,0.4923800278,0.6009135056,62.96942902,32.71890259,1.995136261,0.9543075562
Ryan LaFlare,Mike Pierce,Red,Welterweight,4,1,9,4,2542,Orthodox,172.72,180.34,35,5,3,1,Southpaw,185.42,187.96,32,4,0,0,Jason Herzog,42349,"Las Vegas, Nevada, USA",FALSE,0.314453125,0.4053979492,0.5781445313,37.77197266,21.1640625,3.560791016,1.375732422,0.0625,0.391875,0.291875,140.75,70.5,3.75,2.1875
Gabriel Gonzaga,Konstantin Erokhin,Red,Heavyweight,11,9,0,1,2543,Orthodox,180.34,,32,0,0,0,Orthodox,187.96,193.04,36,0,7,4,Chris Tognoni,42349,"Las Vegas, Nevada, USA",FALSE,0,0.47,0,43,23,0,0,0.09437179565,0.4544659805,0.1681147957,53.11722946,29.60329247,4.356924057,1.157644272
Frankie Edgar,Chad Mendes,Red,Featherweight,13,5,8,3,2544,Orthodox,167.64,167.64,30,3,5,0,Orthodox,167.64,172.72,34,8,3,2,John McCarthy,42349,"Las Vegas, Nevada, USA",FALSE,0.55859375,0.6446582031,0.3638671875,68.75976563,40.75097656,5.309570313,2.665039063,0.01953125,0.3962336731,0.4874604034,289.8147659,141.5843582,11.05104828,4.893035889
Joby Sanchez,Geane Herrera,Blue,Flyweight,1,1,0,1,2545,Orthodox,165.1,167.64,25,0,0,0,Orthodox,167.64,172.72,24,1,0,0,Chris Tognoni,42349,"Las Vegas, Nevada, USA",FALSE,0,0.53,0,33,24,0,0,1,0.25,0.5,162,51.5,1,1
Chris Gruetzemacher,Abner Lloveras,Red,Lightweight,0,0,0,0,2546,,180.34,,33,0,0,0,Orthodox,172.72,172.72,29,0,0,0,Jason Herzog,42349,"Las Vegas, Nevada, USA",FALSE,,,,,,,,,,,,,,
Antonio Carlos Junior,Kevin Casey,Draw,Middleweight,2,1,1,2,2547,Southpaw,180.34,195.58,34,1,0,0,Orthodox,187.96,200.66,25,1,0,1,Mark Smith,42348,"Las Vegas, Nevada, USA",FALSE,0.25,0.6,0.165,81.25,54,1.75,0.5,0,0.425,0.5825,88.75,49.75,6,3.5
Jim Miller,Michael Chiesa,Blue,Lightweight,14,6,5,2,2548,Southpaw,185.42,190.5,28,2,0,3,Southpaw,172.72,180.34,32,6,2,6,Jason Herzog,42348,"Las Vegas, Nevada, USA",FALSE,0.03125,0.44125,0.43453125,134.453125,76.5625,5.78125,2.65625,0.0005340576172,0.3946112633,0.4068855476,88.22640419,42.98415375,2.394287109,1.186403275
Omari Akhmedov,Sergio Moraes,Blue,Welterweight,3,1,3,1,2549,Orthodox,182.88,182.88,33,1,0,2,Orthodox,182.88,185.42,28,1,2,0,Jason Herzog,42348,"Las Vegas, Nevada, USA",FALSE,0,0.58125,0.625,62.5,37,3.375,1.75,0.125,0.40375,0.1625,81.25,35,2.875,1.375
Elias Theodorou,Thiago Santos,Blue,Middleweight,3,0,3,2,2550,Orthodox,187.96,193.04,31,0,3,0,Orthodox,185.42,190.5,27,1,2,0,Marc Goddard,42348,"Las Vegas, Nevada, USA",FALSE,0.8125,0.574375,0,29.5,13.25,0.3125,0,0,0.445,0.605,145,78,4.5,2.5
Rose Namajunas,Paige VanZant,Red,WomenStrawweight,1,1,3,0,2551,Orthodox,162.56,165.1,21,1,1,1,Orthodox,165.1,165.1,23,0,0,1,Herb Dean,42348,"Las Vegas, Nevada, USA",FALSE,0,0.6,0.435,244.5,174,6.25,2.75,0,0.385,0.665,54.5,21.5,2,1
Sage Northcutt,Cody Pfister,Red,Lightweight,1,0,1,1,2552,Orthodox,177.8,185.42,25,1,0,0,Orthodox,182.88,180.34,19,0,1,0,Mark Smith,42348,"Las Vegas, Nevada, USA",FALSE,0,0.26,0.355,95,41,7.5,2.5,0,0.67,1,31,21,1,1
Aljamain Sterling,Johnny Eduardo,Red,Bantamweight,3,0,2,1,2553,Orthodox,170.18,180.34,37,1,1,0,Orthodox,170.18,180.34,26,1,1,1,Marc Goddard,42348,"Las Vegas, Nevada, USA",FALSE,0.5,0.4375,0,70.5,25.75,1.5,0,0,0.58,0.5,119.25,86.5,9.75,3.25
Tim Means,John Howard,Red,Welterweight,6,4,7,6,2554,Orthodox,170.18,182.88,32,5,2,0,Orthodox,187.96,190.5,31,3,2,1,Herb Dean,42348,"Las Vegas, Nevada, USA",FALSE,0.06298828125,0.5875390625,0.1103881836,93.06298828,63.71972656,1.7890625,0.4814453125,0.50390625,0.4229101563,0.30078125,83.06640625,40.671875,1.81640625,0.640625
Danny Roberts,Nathan Coy,Red,Welterweight,0,0,0,0,2555,Southpaw,177.8,175.26,37,0,0,0,Southpaw,185.42,187.96,28,0,0,0,Jason Herzog,42348,"Las Vegas, Nevada, USA",FALSE,,,,,,,,,,,,,,
Santiago Ponzinibbio,Andreas Stahl,Red,Welterweight,2,2,0,1,2556,Orthodox,180.34,,27,0,0,0,Orthodox,182.88,185.42,29,1,1,0,Herb Dean,42348,"Las Vegas, Nevada, USA",FALSE,0,0.36,0,143,69,1,0,0.25,0.32,0.0825,108.25,36.75,2.25,0.25
Zubaira Tukhugov,Phillipe Nover,Red,Featherweight,2,0,1,3,2557,Orthodox,175.26,182.88,31,1,0,0,Orthodox,172.72,172.72,24,1,1,0,Mark Smith,42348,"Las Vegas, Nevada, USA",FALSE,0,0.42625,0.25,71.375,48.25,6.375,3,0,0.475,0.25,86,42,3,1.5
Kailin Curran,Emily Kagan,Red,WomenStrawweight,0,2,0,1,2558,,160.02,,34,0,0,0,Orthodox,162.56,165.1,24,0,0,0,Marc Goddard,42348,"Las Vegas, Nevada, USA",FALSE,0,0.45,0.16,113,60,12,2,0,0.495,0.75,164,92.5,4.5,3.5
Dongi Yang,Jake Collier,Red,Middleweight,1,3,1,1,2559,Orthodox,190.5,198.12,27,1,0,0,Southpaw,177.8,185.42,30,0,1,0,Herb Dean,42336,"Seoul, South Korea",FALSE,0,0.365,0.33,138,53,1.5,1,0.375,0.4475,0.49,118.5,60.375,2.75,1.25
Seo Hee Ham,Cortney Casey,Red,WomenStrawweight,0,1,0,1,2560,Orthodox,170.18,170.18,28,0,0,0,Southpaw,157.48,157.48,28,0,0,0,Herb Dean,42336,"Seoul, South Korea",FALSE,0,0.61,0,147,106,0,0,0,0.52,0,116,63,3,0
Dong Hyun Kim,Dominic Waters,Red,Welterweight,11,4,0,1,2561,Orthodox,185.42,200.66,26,0,0,0,Southpaw,187.96,193.04,34,7,3,1,Leon Roberts,42336,"Seoul, South Korea",FALSE,0,0.24,1,72,32,5,5,0.31640625,0.5597003174,0.1453045654,112.1459351,86.64447021,4.937561035,0.8453369141
Yoshihiro Akiyama,Alberto Mina,Blue,Welterweight,2,4,1,0,2562,Orthodox,182.88,195.58,33,0,1,0,Orthodox,177.8,190.5,40,2,0,0,Steve Perceval,42336,"Seoul, South Korea",FALSE,1,0.58,0,62,38,2,0,0,0.374375,0.3796875,133.0625,67.375,3.84375,1.75
Tae Hyun Bang,Leo Kuntz,Red,Lightweight,1,2,0,1,2563,Orthodox,177.8,,32,0,0,0,Switch,175.26,180.34,32,0,1,0,Steve Perceval,42336,"Seoul, South Korea",FALSE,0,0.28,0,30,11,0,0,0.5,0.35,0.5,63,23.75,1,0.5
Benson Henderson,Jorge Masvidal,Red,Welterweight,10,3,6,2,2564,Orthodox,180.34,187.96,31,4,1,1,Southpaw,175.26,177.8,32,8,0,2,Herb Dean,42336,"Seoul, South Korea",FALSE,0.625,0.5046875,0.138671875,94.7578125,50.3984375,0.875,0.46875,0.06689453125,0.425168457,0.3559936523,152.3557129,75.73754883,3.321533203,1.723144531
Dooho Choi,Sam Sicilia,Red,Featherweight,1,0,5,4,2565,Orthodox,172.72,170.18,29,2,3,0,Orthodox,177.8,177.8,24,0,1,0,Greg Kleynjans,42336,"Seoul, South Korea",FALSE,0.25,0.3466796875,0.559375,63.31640625,31.3828125,1.63671875,1.33984375,1,0.66,0,15,10,0,0
Yui Chul Nam,Mike de la Torre,Blue,Featherweight,1,1,1,3,2566,Orthodox,180.34,180.34,29,0,1,0,Orthodox,175.26,,34,1,0,0,Leon Roberts,42336,"Seoul, South Korea",FALSE,0.25,0.34,0.0625,49,27,0.625,0.125,1.5,0.535,0.83,132.5,82.5,2,1.5
Dominique Steele,Dong Hyun Ma,Red,Welterweight,0,1,0,0,2567,Orthodox,180.34,177.8,27,0,0,0,Orthodox,177.8,187.96,27,0,0,0,Leon Roberts,42336,"Seoul, South Korea",FALSE,,,,,,,,0,1,0,2,2,0,0
Guangyou Ning,Marco Beltran,Blue,Bantamweight,2,0,1,0,2568,Orthodox,172.72,175.26,29,1,0,0,Southpaw,162.56,162.56,33,1,1,0,Steve Perceval,42336,"Seoul, South Korea",FALSE,0,0.5,0.25,104,70,4,1,0,0.42,0.83,116.5,59,2.5,2
Yao Zhikui,Fredy Serrano,Blue,Flyweight,1,1,1,0,2569,Orthodox,160.02,165.1,36,0,1,0,Orthodox,165.1,162.56,24,1,0,0,Greg Kleynjans,42336,"Seoul, South Korea",FALSE,1,0.2,0.25,98,20,8,2,0,0.24,0.08,132,59.5,3,0.5
Jussier Formiga,Henry Cejudo,Blue,Flyweight,4,2,3,0,2570,Orthodox,162.56,162.56,28,3,0,0,Orthodox,165.1,170.18,30,3,0,1,Mario Yamasaki,42329,"Monterrey, Nuevo Leon, Mexico",FALSE,0.25,0.47,0.2425,187.25,113.25,9.75,2,0.5,0.37625,0.571875,62.21875,34.0625,4.40625,2.75
Efrain Escudero,Leandro Silva,Blue,Lightweight,5,5,2,3,2571,Orthodox,175.26,182.88,30,1,0,1,Orthodox,175.26,180.34,29,3,1,1,John McCarthy,42329,"Monterrey, Nuevo Leon, Mexico",FALSE,0,0.55875,0.46625,64.0625,43.875,6,2.375,0.388671875,0.7790820313,0.2536523438,96.703125,68.22460938,0.685546875,0.515625
Neil Magny,Kelvin Gastelum,Red,Welterweight,9,3,6,1,2572,Southpaw,175.26,180.34,24,3,1,2,Orthodox,190.5,203.2,28,5,3,1,John McCarthy,42329,"Monterrey, Nuevo Leon, Mexico",FALSE,0.015625,0.42796875,0.34375,157.828125,86.109375,1.4375,0.71875,0.0078125,0.3966601563,0.3636523438,140.6088867,92.02246094,5.538574219,2.583984375
Ricardo Lamas,Diego Sanchez,Red,Featherweight,6,2,14,7,2573,Southpaw,177.8,182.88,33,9,5,0,Orthodox,172.72,180.34,33,2,2,2,Dan Miragliotta,42329,"Monterrey, Nuevo Leon, Mexico",FALSE,0.1264953613,0.2583109474,0.04911489487,134.6055193,38.84459686,1.981267929,0.2869052887,0.2578125,0.41296875,0.046796875,46.75,21.0390625,2.0703125,0.3984375
Erick Montano,Enrique Marin,Red,Welterweight,0,0,0,0,2574,,177.8,,29,0,0,0,Orthodox,182.88,185.42,30,0,0,0,Gary Copeland,42329,"Monterrey, Nuevo Leon, Mexico",TRUE,,,,,,,,,,,,,,
Horacio Gutierrez,Enrique Barzola,Blue,Lightweight,0,0,0,0,2575,Orthodox,170.18,177.8,26,0,0,0,,177.8,,25,0,0,0,Mario Yamasaki,42329,"Monterrey, Nuevo Leon, Mexico",TRUE,,,,,,,,,,,,,,
Erik Perez,Taylor Lapilus,Red,Bantamweight,4,2,2,0,2576,Southpaw,167.64,185.42,23,1,1,0,Orthodox,172.72,172.72,26,1,2,1,Dan Miragliotta,42329,"Monterrey, Nuevo Leon, Mexico",FALSE,0.5,0.53,0.33,124,77,2,1,0.34375,0.359375,0.52375,95.25,51.8125,4.375,2.875
Hector Urbina,Bartosz Fabinski,Blue,Welterweight,1,0,1,0,2577,Orthodox,182.88,190.5,29,1,0,0,Orthodox,180.34,185.42,28,0,0,1,Mario Yamasaki,42329,"Monterrey, Nuevo Leon, Mexico",FALSE,0,0.77,0.9,132,116,11,10,0,0.57,0,10,7,0,0
Valmir Lazaro,Michel Prazeres,Blue,Lightweight,1,1,2,2,2578,Orthodox,167.64,170.18,34,2,0,0,Orthodox,182.88,185.42,30,1,0,0,Gary Copeland,42329,"Monterrey, Nuevo Leon, Mexico",FALSE,0.25,0.42875,0.32125,92.125,46.25,10.625,3.5,0,0.365,0.2,245,91.5,5,2
Vernon Ramos Ho,Alvaro Herrera Mendoza,Blue,Welterweight,0,0,0,0,2579,Orthodox,182.88,187.96,25,0,0,0,Orthodox,167.64,,23,0,0,0,Dan Miragliotta,42329,"Monterrey, Nuevo Leon, Mexico",FALSE,,,,,,,,,,,,,,
Cesar Arzamendia,Marco Polo Reyes,Blue,Lightweight,0,0,0,0,2580,Orthodox,180.34,180.34,31,0,0,0,Orthodox,180.34,,24,0,0,0,Mario Yamasaki,42329,"Monterrey, Nuevo Leon, Mexico",FALSE,,,,,,,,,,,,,,
Gabriel Benitez,Andre Fili,Blue,Featherweight,2,0,2,2,2581,Orthodox,180.34,187.96,25,1,1,0,Southpaw,172.72,180.34,27,1,0,1,John McCarthy,42329,"Monterrey, Nuevo Leon, Mexico",FALSE,0,0.28625,0.31125,70,31.625,3.625,1.75,0,0.465,0,107.5,64.5,0,0
Alejandro Perez,Scott Jorgensen,Red,Bantamweight,1,1,4,7,2582,Orthodox,165.1,167.64,33,2,1,1,Orthodox,167.64,170.18,26,1,0,0,Gary Copeland,42329,"Monterrey, Nuevo Leon, Mexico",FALSE,0.25,0.4110058594,0.343203125,79.69042969,43.73144531,3.16796875,1.802734375,0,0.145,0.25,68,21.5,1.5,0.5
Anthony Perosh,Gian Villante,Blue,LightHeavyweight,5,6,3,3,2583,Orthodox,190.5,193.04,30,1,2,0,Orthodox,190.5,190.5,43,0,2,3,Greg Kleynjans,42322,"Melbourne, Victoria, Australia",FALSE,0.03125,0.468125,0.546875,109.8125,53.75,1.53125,0.71875,0.0634765625,0.5438183594,0.1366308594,18.21875,10.72460938,0.9072265625,0.3037109375
Kyle Noke,Peter Sobotta,Red,Welterweight,5,3,2,3,2584,Southpaw,182.88,190.5,28,1,0,1,Southpaw,185.42,193.04,35,1,2,2,Steve Perceval,42322,"Melbourne, Victoria, Australia",FALSE,0,0.4225,0.6775,76.1875,42.1875,3.6875,1.9375,0.1328125,0.467578125,0.058046875,82.7265625,43.5078125,0.578125,0.2578125
Uriah Hall,Robert Whittaker,Blue,Middleweight,5,3,5,2,2585,Orthodox,182.88,185.42,24,2,3,0,Orthodox,182.88,200.66,31,1,2,0,Steve Perceval,42322,"Melbourne, Victoria, Australia",FALSE,1.046875,0.55671875,0.265625,76.0625,35.078125,0.640625,0.390625,0.578125,0.668515625,0.329609375,39.3203125,26.6875,0.7421875,0.4375
Stefan Struve,Jared Rosholt,Blue,Heavyweight,10,5,5,1,2586,Orthodox,187.96,190.5,29,4,1,0,Orthodox,210.82,213.36,27,2,4,4,Herb Dean,42322,"Melbourne, Victoria, Australia",FALSE,0,0.5453125,0.3325,79.59375,57.40625,4.46875,1.6875,0.0166015625,0.4819921875,0.01599121094,105.5386963,60.20123291,0.01605224609,0.01599121094
